speed,speed_limit,speed_avg_week,speed_avg_time,speed_avg_week_time,speed_avg,seconds,air_temperature,wind_direction,wind_speed_ms,segangle,time,weekend,drifting,dry,fog,freezing,none,snow,thunder,wet,living_street,motorway,motorway_link,primary,residential,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,unpaved
37.1499977112,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.7450008392,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39.9300003052,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.029998779299998,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0699996948,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.609998703,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.1,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.2700004578,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34.6499977112,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.48333231606667,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,9.9,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.194999694825,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,15.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45.88999938965,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49.6000003815,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.1499977112,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.323333104466666,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,57.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45.5533320109,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,10.0,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59.48599853516,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,20.0,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.873332341499996,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,10.0,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.4049987793,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61.97666676843333,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,10.1,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61.53999900815,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,4.9,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62.7799987793,56,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38.30999946595,40,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,4.9,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
